OSHPD_ID,FAC_NAME,City,Zip,SURG_IP,OP_RM_MIN_IP,SURG_OP,OP_RM_MIN_OP,OP_RM_IP_ONLY,OP_RM_OP_ONLY,OP_RM_IP_AND_OP,OP_RM_TOTL,AMB_SURG_PROG,BIRTHS_LIVE_TOTL,BIRTHS_LIVE_<5LBS_8OZ,BIRTHS_LIVE_<3LBS_5OZ,ABC_OP_PROG,ABC_LDR,ABC_LDRP,BIRTHS_LIVE_ABC,BIRTHS_LIVE_C_SEC,LICENSURE_CVSURG_SVCS,CVSURG_LIC_OP_RM,CVSURG_WITH_ECBPASS_PED,CVSURG_WITHOUT_ECBPASS_PED,CVSURG_WITH_ECBPASS_ADLT,CVSURG_WITHOUT_ECBPASS_ADLT,CVSURG_WITH_ECBPASS_TOTL,CVSURG_WITHOUT_ECBPASS_TOTL,CVSURG_CABG_TOTL,CATH_CARD_RM,CATH_IP_PED_DX_VIS,CATH_IP_PED_THER_VIS,CATH_OP_PED_DX_VIS,CATH_OP_PED_THER_VIS,CATH_IP_ADLT_DX_VIS,CATH_IP_ADLT_THER_VIS,CATH_OP_ADLT_DX_VIS,CATH_OP_ADLT_THER_VIS,CATH_DX_VIS_TOTL,CATH_THER_VIS_TOTL,CARDIAC_CATH_DX_PROC,MYOCARDIAL_BIOPSY,PACEMKR_PERM_IMPL,OTH_PERM_PACEMAKER_PROC,ICD_IMPLANTATION,OTH_ICD_PROCEDURES,PCI_WITH_STENT,PCI_WITHOUT_STENT,ATHERECTOMY_PTCRA,THROMBO_AGT,PTBV,DX_EP_STUDY,CATHETER_ABLATION,PERIPHERAL_VASCULAR_ANGIOGRAPHY,PERIPHERAL_VASCULAR_INTERVENTIONAL,CAROTID_STENTING,INTRA_AORTIC_BALLOON_PUMP_INS,CATHETER_BASED_VENTRICULAR_INS,OTHR_CATH_PROC,CATH_TOTL
106150761,MERCY HOSPITAL - BAKERSFIELD,BAKERSFIELD,93301,1627,212585,1767,174662,0,0,7,7,Yes,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106150775,GOOD SAMARITAN HOSPITAL-BAKERSFIELD,BAKERSFIELD,93308,217,9297,166,7308,0,0,2,2,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106150782,RIDGECREST REGIONAL HOSPITAL,RIDGECREST,93555,573,79678,1788,119803,0,0,5,5,No,443,0,0,No,,,168,273,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106150788,SAN JOAQUIN COMMUNITY HOSPITAL,BAKERSFIELD,93301,6792,433862,14267,411105,2,4,11,17,Yes,2855,86,27,No,,,0,808,CV SURG,8,0,0,112,154,112,154,97,3,0,0,0,0,1287,730,1115,534,2402,1264,1755,0,228,33,114,28,560,25,4,36,0,204,49,29,44,0,22,5,18,3154
106150808,ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,TEHACHAPI,93561,0,0,0,0,0,0,0,0,No,2,0,0,No,,,2,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106154022,HEALTHSOUTH BAKERSFIELD REHABILITATION HOSPITAL,BAKERSFIELD,93309,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106154044,"BAKERSFIELD BEHAVORIAL HEALTHCARE HOSPITAL, LLC",BAKERSFIELD,93309,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106154108,MERCY SOUTHWEST HOSPITAL,BAKERSFIELD,93311,1432,142754,2517,214509,0,0,8,8,Yes,2786,144,42,Yes,YES,YES,1866,920,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106154160,CRESTWOOD PSYCHIATRIC HEALTH FACILITY 2,BAKERSFIELD,93306,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106160787,ADVENTIST MEDICAL CENTER - CENTRAL VALLEY,HANFORD,93230,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106164029,ADVENTIST MEDICAL CENTER,HANFORD,93230,2670,302940,6416,491280,0,5,7,12,Yes,2340,69,19,No,,,0,0,CATH LAB,0,0,0,0,0,0,0,0,1,0,0,0,0,226,28,611,60,837,88,837,0,38,22,18,10,0,0,0,0,0,0,0,173,33,0,0,0,429,1560
106171049,ST. HELENA HOSPITAL - CLEARLAKE,CLEARLAKE,95422,243,20597,1187,51155,0,0,2,2,Yes,173,7,0,No,,,0,38,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106171395,SUTTER LAKESIDE HOSPITAL,LAKEPORT,95453,295,36572,1028,76085,0,0,4,4,Yes,307,12,0,No,,,0,99,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106184008,BANNER LASSEN MEDICAL CENTER,SUSANVILLE,96130,166,15410,633,46569,0,0,3,3,No,250,12,1,No,,,0,91,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190017,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA,91801,756,44125,928,40296,0,0,5,5,Yes,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190020,BHC ALHAMBRA HOSPITAL,ROSEMEAD,91770,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190034,ANTELOPE VALLEY HOSPITAL,LANCASTER,93534,6123,659379,5825,480792,0,4,9,13,Yes,5180,471,84,No,,,0,1982,CV SURG,1,0,0,7,0,7,0,6,2,0,0,0,0,182,238,157,90,339,328,667,0,77,21,45,19,281,7,10,0,0,3,16,392,276,6,8,9,407,2244
106190045,CATALINA ISLAND MEDICAL CENTER,AVALON,90704,0,0,0,0,0,0,1,1,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190049,KINDRED HOSPITAL - BALDWIN PARK,BALDWIN PARK,91706,250,10879,0,0,2,0,0,2,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190052,BARLOW RESPIRATORY HOSPITAL,LOS ANGELES,90026,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190053,ST. MARY MEDICAL CENTER - LONG BEACH,LONG BEACH,90813,1787,219923,2530,206559,0,0,9,9,No,2434,102,16,No,,,0,803,CV SURG,2,0,0,68,0,68,0,57,2,0,0,0,0,330,182,158,106,488,288,488,0,47,31,13,1,163,27,2,0,0,0,0,0,0,0,6,0,4,782
106190066,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,BELLFLOWER,90706,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190081,BEVERLY HOSPITAL,MONTEBELLO,90640,1742,181701,1787,136537,0,0,7,7,No,724,51,5,No,,,0,302,CV SURG,1,0,0,7,0,7,0,6,1,0,0,0,0,311,0,140,0,451,0,468,0,43,29,23,17,144,17,0,21,0,0,0,0,0,0,23,0,168,953
106190110,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,CULVER CITY,90232,957,132782,1800,140189,0,0,7,7,No,0,0,0,No,,,0,0,CV SURG,0,0,0,0,0,0,0,0,2,0,0,0,0,759,0,331,0,1090,0,282,0,41,19,22,6,46,2,0,0,0,51,43,100,98,2,1,0,377,1090
106190125,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,LOS ANGELES,90015,3533,389445,3797,379792,1,6,0,7,Yes,3688,264,52,No,,,0,0,CV SURG,1,0,0,45,6,45,6,33,2,0,0,0,0,381,350,77,87,458,437,488,0,0,0,0,0,0,0,0,0,0,5,83,43,0,0,0,0,275,894
106190137,CASA COLINA HOSPITAL,POMONA,91767,346,55145,338,21993,0,0,3,3,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190148,CENTINELA HOSPITAL MEDICAL CENTER,INGLEWOOD,90301,1220,154658,755,60829,0,0,12,12,No,536,10,0,No,,,0,168,CV SURG,2,0,0,9,26,9,26,35,3,0,0,0,0,262,164,159,146,421,310,560,0,54,12,33,11,116,15,4,0,0,22,20,194,144,3,5,3,15,1211
106190150,KEDREN COMMUNITY MENTAL HEALTH CENTER,LOS ANGELES,90011,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190155,CALIFORNIA REHABILITATION INSTITUTE,LOS ANGELES,90067,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190159,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,HAWAIIAN GARDENS,90716,505,24725,1340,22425,0,0,6,6,Yes,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190163,AURORA CHARTER OAK,COVINA,91724,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190170,CHILDRENS HOSPITAL OF LOS ANGELES,LOS ANGELES,90027,7206,1065132,9762,695037,0,0,19,19,Yes,0,0,0,No,,,0,0,CV SURG,2,603,288,10,2,613,290,3,2,82,429,143,224,2,4,11,27,238,684,624,90,18,8,19,1,0,0,0,7,42,113,103,200,0,0,0,0,9738,10963
106190176,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,DUARTE,91010,3335,627984,5900,439132,0,4,6,10,Yes,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190184,COLLEGE HOSPITAL,CERRITOS,90703,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190196,KINDRED HOSPITAL - SOUTH BAY,GARDENA,90247,80,2702,13,600,0,0,2,2,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,HUNTINGTON PARK,90255,495,28280,331,18917,0,0,2,2,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190198,LOS ANGELES COMMUNITY HOSPITAL,LOS ANGELES,90023,1263,104104,758,31265,0,0,3,3,No,52,1,1,No,,,0,37,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190200,SAN GABRIEL VALLEY MEDICAL CENTER,SAN GABRIEL,91776,1455,116064,3270,154524,0,0,6,6,Yes,2385,135,13,No,,,0,851,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190232,DEL AMO HOSPITAL,TORRANCE,90505,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190240,LAKEWOOD REGIONAL MEDICAL CENTER,LAKEWOOD,90712,1982,313470,2027,171120,1,0,6,7,No,0,0,0,No,,,0,0,CV SURG,1,0,0,105,64,105,64,169,3,0,0,0,0,560,163,509,218,1069,381,972,0,68,89,43,26,331,16,13,0,0,77,63,116,76,0,19,6,109,2024
106190243,PIH HOSPITAL - DOWNEY,DOWNEY,90241,1470,156818,1900,125312,0,0,8,8,Yes,1020,44,5,No,,,0,351,CV SURG,1,0,0,49,1,49,1,42,1,0,0,0,0,280,110,177,49,457,159,537,0,26,21,20,15,140,12,2,3,0,0,0,10,7,0,7,0,11,811
106190256,EAST LOS ANGELES DOCTORS HOSPITAL,LOS ANGELES,90023,809,63811,1321,54483,0,0,3,3,Yes,503,12,2,No,,,0,258,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190280,ENCINO HOSPITAL MEDICAL CENTER,ENCINO,91436,260,17005,289,16384,0,0,7,7,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,GLENDORA,91741,1474,145029,2002,135071,0,0,4,4,Yes,1075,25,5,No,,,638,437,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190305,KINDRED HOSPITAL - LOS ANGELES,LOS ANGELES,90056,84,9970,0,0,2,0,0,2,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190307,PACIFIC ALLIANCE MEDICAL CENTER,LOS ANGELES,90012,2298,199088,2029,86825,2,0,4,6,Yes,1747,112,2,No,,,0,647,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190315,GARFIELD MEDICAL CENTER,MONTEREY PARK,91754,2115,294546,2453,219231,0,0,7,7,No,3363,62,20,No,,,0,1239,CV SURG,1,0,0,183,13,183,13,149,2,0,0,0,0,632,269,904,207,1536,476,1536,0,126,95,25,5,431,33,12,0,0,97,78,123,98,0,27,0,458,3144
106190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,LOS ANGELES,90026,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190323,GLENDALE ADVENTIST MEDICAL CENTER,GLENDALE,91206,3277,445080,3253,287520,0,0,8,8,No,2427,170,17,No,,,0,969,CV SURG,2,0,0,148,21,148,21,129,4,0,0,0,0,959,466,485,174,1444,640,1461,0,133,41,55,17,577,109,5,3,0,122,117,824,582,20,24,6,593,4689
106190328,GLENDORA COMMUNITY HOSPITAL,GLENDORA,91740,320,19930,16,790,0,0,5,5,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190352,GREATER EL MONTE COMMUNITY HOSPITAL,SOUTH EL MONTE,91733,515,41371,523,35709,0,0,2,2,No,330,5,0,No,,,0,126,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190380,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,HOLLYWOOD,90028,796,55658,154,11884,0,0,3,3,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,LOS ANGELES,90027,1641,202579,1904,235047,0,0,9,9,Yes,3595,213,46,No,,,0,1301,CV SURG,1,0,0,37,9,37,9,46,1,0,0,0,0,751,219,17,0,768,219,751,0,0,0,0,0,219,27,0,8,0,0,0,0,0,0,22,0,148,1175
106190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,MISSION HILLS,91345,5206,704850,1930,186390,0,0,10,10,Yes,3574,201,36,No,,,0,1213,CV SURG,8,0,0,73,15,73,15,49,2,0,0,0,0,272,347,193,90,465,437,465,0,71,42,21,16,387,28,0,0,0,0,7,141,104,0,30,4,39,1355
106190392,GOOD SAMARITAN HOSPITAL-LOS ANGELES,LOS ANGELES,90017,2338,406620,3855,184076,0,3,14,17,Yes,2974,196,23,No,,,0,908,CV SURG,2,0,0,94,64,94,64,115,3,0,0,0,0,761,901,465,421,1226,1322,868,4,135,77,69,41,342,67,17,1,10,295,285,974,461,14,23,28,413,4124
106190400,HUNTINGTON MEMORIAL HOSPITAL,PASADENA,91105,9275,1019274,2669,153171,15,0,0,15,No,3479,211,59,No,,,0,1263,CV SURG,3,0,0,192,7,192,7,97,3,0,0,0,0,479,402,455,383,934,785,934,0,118,83,116,40,271,32,30,0,10,174,170,24,19,0,47,0,187,2255
106190413,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,COVINA,91723,1490,241700,1851,158288,0,0,2,2,Yes,0,0,0,No,,,0,0,CV SURG,2,0,0,157,54,157,54,153,3,0,0,0,0,691,231,680,227,1371,458,851,0,86,53,79,15,445,52,5,9,28,20,54,41,35,0,45,0,0,1818
106190422,TORRANCE MEMORIAL MEDICAL CENTER,TORRANCE,90505-5073,6891,999058,9544,728601,1,0,23,24,Yes,3039,206,22,No,,,0,1166,CV SURG,3,0,0,289,2,289,2,85,5,0,0,0,0,767,378,882,616,1649,994,1733,0,244,117,77,48,512,134,81,0,92,19,258,47,14,0,63,27,37,3503
106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,90027,8807,1856810,12889,1253362,4,7,15,26,Yes,2713,226,34,No,,,0,961,CV SURG,4,0,0,1346,843,1346,843,843,4,7,9,130,131,544,523,3938,1547,4619,2210,7152,118,0,0,0,0,1814,135,72,0,0,0,0,3,11,0,58,0,654,10017
106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,HARBOR CITY,90710,3883,449736,10162,868802,2,0,11,13,Yes,2497,131,11,No,,,0,787,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,PANORAMA CITY,91402,3017,365493,9744,769457,0,0,10,10,Yes,2376,223,37,No,,,1701,675,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190434,KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,90034,3789,498581,8026,712053,0,0,13,13,Yes,1902,148,15,Yes,YES,YES,1317,585,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190449,KINDRED HOSPITAL - LA MIRADA,LA MIRADA,90638,40,1094,0,0,1,0,0,1,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190458,KINDRED HOSPITAL - SAN GABRIEL VALLEY,WEST COVINA,91791,66,1686,0,0,1,0,0,1,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190462,AURORA LAS ENCINAS HOSPITAL,PASADENA,91107,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190468,PROMISE HOSPITAL OF EAST LOS ANGELES-EAST L.A. CAMPUS,LOS ANGELES,90033,8,372,0,0,2,0,0,2,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,TORRANCE,90503,3909,568261,4105,381091,0,0,11,11,Yes,2651,129,28,No,,,0,845,CV SURG,2,0,0,107,59,107,59,98,3,0,0,0,0,644,450,369,252,1013,702,1512,0,78,64,65,38,520,146,25,0,2,51,76,37,85,0,46,5,180,2930
106190475,COMMUNITY HOSPITAL LONG BEACH,LONG BEACH,90804,414,50640,511,74550,0,0,5,5,Yes,0,0,0,No,,,0,0,CATH LAB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190500,MARINA DEL REY HOSPITAL,MARINA DEL REY,90292,1981,332576,2314,185393,0,0,6,6,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190517,PROVIDENCE TARZANA MEDICAL CENTER,TARZANA,91356,2921,416794,4383,425830,0,0,13,13,Yes,2526,161,22,No,,,0,908,CV SURG,2,0,0,54,2,54,2,43,2,0,0,0,0,363,0,712,0,1075,0,1132,0,126,94,47,75,520,53,5,0,0,397,229,55,66,4,7,11,353,3174
106190521,MEMORIAL HOSPITAL OF GARDENA,GARDENA,90247,1106,103379,1331,98607,0,0,4,4,Yes,865,33,3,No,,,0,427,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,GLENDALE,91204,1780,189580,2510,121728,0,0,10,10,Yes,1735,100,3,No,,,0,0,CV SURG,2,0,0,193,7,193,7,120,3,0,0,0,0,873,0,544,0,1417,0,633,0,43,0,0,0,150,42,18,0,1,64,67,185,170,0,9,0,35,1417
106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,PANORAMA CITY,91402,1165,156127,582,49669,0,0,4,4,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190525,LONG BEACH MEMORIAL MEDICAL CENTER,LONG BEACH,90806,6726,1077450,4643,446730,0,0,22,22,Yes,0,0,0,No,,,0,0,CV SURG,3,0,0,234,41,234,41,138,5,0,0,5,3,970,391,549,234,1524,628,1533,0,174,99,77,51,574,39,19,0,28,125,118,167,73,0,31,5,251,3364
106190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,ARCADIA,91007,5804,665940,1850,79499,0,0,12,12,No,1700,57,4,No,,,0,565,CV SURG,2,0,0,43,26,43,26,53,3,0,0,0,0,391,201,371,71,762,272,201,0,61,32,18,26,267,124,0,0,0,0,470,83,15,0,0,0,19,1316
106190534,OLYMPIA MEDICAL CENTER,LOS ANGELES,90036,969,133829,1418,96759,0,0,8,8,Yes,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190541,MONROVIA MEMORIAL HOSPITAL,MONROVIA,91016,321,28517,131,3372,0,0,2,2,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190547,MONTEREY PARK HOSPITAL,MONTEREY PARK,91754-4780,1686,155725,1779,119643,0,0,3,3,Yes,1600,38,3,No,,,0,721,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190552,MOTION PICTURE AND TELEVISION HOSPITAL,WOODLAND HILLS,91364,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190555,CEDARS SINAI MEDICAL CENTER,LOS ANGELES,90048,15280,3168900,16591,1968420,0,5,42,47,No,6740,512,95,No,,,0,2128,CV SURG,5,20,33,744,221,764,254,206,9,45,156,15,0,5164,3625,2781,1022,8005,4803,6136,1152,431,173,172,128,1570,54,110,18,118,657,674,72,238,14,45,55,775,12592
